PC1,PC2,PC3,PC4,PC5,orig_Max BOD,orig_Min Temperature,orig_Min BOD,orig_Max Temperature,orig_Max Fecal Coliform,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Max Nitrate N + Nitrite N,orig_Max Total Coliform,orig_Min pH,orig_Temperature_Range,orig_Min Fecal Coliform,STN_Code,Water_Body_Type
-0.5138930239303454,1.8235120668642018,-0.9022622837983929,-1.0068729529906837,-0.7398061584368845,4.0,21.0,1.8,26.0,15.0,5.4,2.3000000000000003,10.13,170.0,7.1,5.0,6.0,4684.0,LAKE
0.9385959086284845,2.8466514542046037,1.0693910271878988,-0.6586781577015953,-1.102746328942392,21.0,20.0,2.0,30.0,27.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.0,10.0,9.0,5060.0,LAKE
1.0921959512450405,2.613808018410706,0.47859534147329397,0.6405572806453743,-0.6011771255032798,19.0,25.0,3.2,32.0,47.0,0.3,2.3000000000000003,8.22,540.0,7.0,7.0,11.0,5133.0,LAKE
0.13030975411721438,2.074302148120082,-0.964466350569977,0.29340296326773624,-0.35733779756766604,6.0,25.0,1.2,28.0,33.0,0.3,2.3000000000000003,4.8,430.0,7.3,3.0,17.0,5051.0,LAKE
0.5638390118138221,2.2117974428578,0.28513797206356495,0.8205489123124952,-0.8065481848324293,14.0,25.0,2.0,32.0,43.0,0.3,2.2,6.4,540.0,7.0,7.0,11.0,5113.0,LAKE
0.11662170804138693,2.2287012968373365,0.7268234674027705,-0.4690382169877813,-1.4171822439839008,10.0,20.0,1.2,30.0,33.0,1.0,2.3000000000000003,11.12,540.0,6.9,10.0,12.0,5055.0,LAKE
1.419050596277043,2.8344763688226924,-0.5491990690496302,-0.08041272071289501,-0.7952186559236958,22.0,25.0,2.2,28.0,43.0,0.3,2.3000000000000003,12.02,540.0,7.0,3.0,4.0,4668.0,LAKE
0.044627358457960384,2.200620458413674,-0.12722567501710763,0.42590251556276953,-0.4455602799370872,5.0,24.0,1.0,30.0,38.0,0.3,1.89,10.02,430.0,7.4,6.0,4.0,5046.0,LAKE
0.490984078235152,2.5003089186342016,-0.1208516369287794,-0.4444027939638927,-0.5463512724272422,10.0,22.0,2.2,28.0,41.0,0.3,2.3000000000000003,9.8,540.0,7.2,6.0,11.0,5039.0,LAKE
0.9391353588851515,2.8317659128963846,-0.12334703133139148,-0.048143042338792984,-0.40284805384512934,15.0,24.0,2.2,29.0,47.0,0.3,2.3000000000000003,12.22,540.0,7.3,5.0,8.0,3070.0,LAKE
0.11946148108351375,1.8885226236824992,-0.717587959644752,0.7610312118285251,-0.7406719001227994,4.0,26.0,2.0,30.0,33.0,1.0,2.3000000000000003,3.2,540.0,7.0,4.0,7.0,4669.0,LAKE
0.8338216352080154,2.8859351702451757,1.053521102788157,-0.6618967622608385,-0.8993585247830558,17.0,20.0,2.4,30.0,25.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.1,10.0,9.0,5059.0,LAKE
0.7865831533791517,2.3058718218205088,0.6927357882297746,-0.5843194412273913,-0.7986527181083006,29.0,20.0,2.0,29.0,34.0,0.3,2.3000000000000003,6.82,540.0,6.9,9.0,6.0,5062.0,LAKE
0.7143879537930159,2.4387177928608037,0.09694669215954792,0.5971827714664801,-0.40000425537047274,16.0,25.0,2.2,31.0,140.0,0.3,2.3000000000000003,7.12,540.0,7.2,6.0,8.0,3073.0,LAKE
-1.222346300741368,0.6502433539981716,-0.5558910412777801,0.8837582234119453,0.30153251235464196,6.0,24.0,1.0,30.0,2.0,5.1,0.3,8.02,70.0,7.5,6.0,2.0,1789.0,LAKE
1.5674545910483761,3.104948868862183,0.14597474424094478,0.10499390607169667,-0.2877901520413552,20.0,25.0,3.0,30.0,430.0,0.3,2.3000000000000003,14.855000000000002,1600.0,7.3,5.0,32.0,1391.0,LAKE
0.020376946303687294,2.1655856904906594,-0.9949171209142864,-1.047074798021656,-1.1900721275923285,4.9,22.0,2.2,26.0,24.0,5.7,2.3000000000000003,14.855000000000002,220.0,6.9,4.0,7.0,4686.0,LAKE
-0.06161604995574752,2.250483331100476,-1.4851777869977019,-1.0155028876330174,-0.6463515909529899,4.2,23.0,2.0,25.0,8.0,6.0,2.3000000000000003,14.855000000000002,27.0,7.2,2.0,2.0,4666.0,LAKE
1.4337478135653074,2.6915087917234093,-0.8273481438968702,0.10328847948244782,-0.11288032251787504,10.0,26.0,6.0,28.0,39.0,0.3,2.3000000000000003,5.8,540.0,6.9,2.0,14.0,5112.0,LAKE
0.9971316852894925,2.533751458326701,-0.09066005007642214,0.36594664592202036,-0.18969984490698497,23.0,25.0,2.6,30.0,46.0,0.9,2.3000000000000003,7.42,540.0,7.2,5.0,11.0,4235.0,LAKE
-0.6286117134787824,1.1761809354104988,0.7519980576965671,1.671765368772436,-0.700434806555775,8.0,25.0,1.0,35.0,58.0,2.5,1.22,5.6,430.0,7.1,10.0,2.0,4699.0,LAKE
-1.119520308085317,1.941838287010788,2.5435459360290116,0.05104908867371126,-0.647174172170402,4.0,18.0,2.5,36.0,9.0,5.3,2.3000000000000003,11.12,79.0,7.3,18.0,2.0,4232.0,LAKE
0.48300478126932367,2.125383567239466,0.8858592126156659,-0.33941623892469663,-1.022851529017668,22.0,20.0,1.6,30.0,34.0,0.3,1.92,9.22,540.0,6.9,10.0,8.0,5054.0,LAKE
0.6018125847709096,2.0880669296457293,-0.011457715508686774,0.40508303235395576,-0.5370135412269471,12.0,24.0,3.0,30.0,38.0,0.3,1.62,8.12,540.0,7.0,6.0,4.0,5116.0,LAKE
0.044982682857671104,1.6860014720297067,-0.4841164706325562,-0.15266525092436548,0.11371435347756143,14.0,22.0,1.5,27.0,33.0,0.3,1.2,7.44,920.0,7.4,5.0,11.0,5032.0,LAKE
0.056529507180336544,1.3827839028586288,-0.9640672475054811,0.6465402278144171,-0.015182073983500674,10.0,25.0,2.0,28.0,39.0,0.3,1.0,4.2,540.0,7.2,3.0,4.0,4248.0,LAKE
0.6509672388588369,2.461570045937062,-0.7888106993721961,0.11135076609940946,-0.7093013661366165,12.0,25.0,1.0,28.0,39.0,0.3,2.3000000000000003,9.78,540.0,7.2,3.0,11.0,4705.0,LAKE
1.7847925540794414,3.2801800020779925,1.4064332810721116,-0.8260590677851525,-0.32047591487641713,35.8,20.0,4.0,30.0,33.0,0.3,2.3000000000000003,14.855000000000002,920.0,7.1,10.0,11.0,5057.0,LAKE
-1.9252426230353616,0.1608338133762492,-0.8232711575988789,0.7871570148619423,0.8825131177827069,1.5,23.0,1.0,29.0,2.0,5.3,0.3,1.92,70.0,7.7,6.0,2.0,4680.0,LAKE
-0.7411291366762233,1.048908423845853,-0.1647300775817419,0.6685110815003839,0.15774201295589377,10.0,23.0,1.2,30.0,34.0,2.2,1.0,3.9,430.0,7.4,7.0,10.0,2340.0,LAKE
1.8652148637832002,3.0043772729989615,-0.11135787789241254,-0.00053787735193224,-1.1670985040268949,35.8,25.0,1.0,29.0,34.0,0.3,2.3000000000000003,14.855000000000002,540.0,6.9,4.0,11.0,4677.0,LAKE
1.243910733227414,2.9707289318107097,1.235710919921696,-0.6536299156349643,-0.6890872028560331,35.8,20.0,1.2,30.0,79.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.2,10.0,11.0,4701.0,LAKE
0.5207081957446312,2.312031789115165,-1.5131406693103762,0.7100031957377491,0.6881397597529576,4.0,28.0,4.0,28.0,11.0,1.0,2.3000000000000003,2.32,350.0,7.5,0.0,11.0,5047.0,LAKE
1.9101420590511342,2.1349085626570616,0.15388307204298898,1.2454797540256868,1.1079502059213797,35.8,28.0,7.05,32.0,350.0,4.0,0.02,14.855000000000002,1600.0,7.2,4.0,2.0,5132.0,LAKE
1.413471049755362,2.8030897116236937,-0.4961883555990352,-0.031928428164587005,0.99566383186416,16.0,25.0,7.05,28.0,39.0,0.3,2.3000000000000003,3.2,540.0,7.3,3.0,11.0,4698.0,LAKE
1.2285617716479635,2.674506474241644,0.5585892608634637,0.6473375571640674,-0.5743779357358476,28.0,25.0,2.0,32.0,46.0,0.3,2.3000000000000003,9.32,540.0,7.1,7.0,15.0,5134.0,LAKE
0.668277006996913,2.7772717689079007,-0.1770168472748559,0.012557661724162535,-0.025731488445206334,11.0,24.0,2.3,29.0,26.0,0.3,2.3000000000000003,11.02,540.0,7.5,5.0,9.0,5049.0,LAKE
0.5518324512618975,2.173615038431327,-0.880646251052536,0.1955093689191549,-0.7167110108131465,10.0,25.0,2.0,28.0,33.0,0.3,2.3000000000000003,5.4,430.0,7.0,3.0,10.0,4671.0,LAKE
1.243620916076645,2.608775997677953,-0.060864740135176267,0.026752656872767386,-0.3928846199622716,29.0,24.0,2.2,29.0,70.0,0.3,2.3000000000000003,8.12,540.0,7.1,5.0,9.0,4672.0,LAKE
-0.043153302569931204,1.9068036514637408,0.8444824309807943,-0.7958795673045962,-1.3667404375773131,16.0,18.0,1.0,29.0,34.0,0.3,2.3000000000000003,6.32,540.0,6.8,11.0,4.0,4673.0,LAKE
0.45640060637089935,2.1400081141302105,-0.34639788024545787,0.23457050248385913,-0.701396379175853,15.0,24.0,1.2,29.0,60.0,0.3,2.08,7.22,540.0,7.1,5.0,2.0,4674.0,LAKE
0.6476800096123454,2.4864366122964836,0.3230974939471733,0.40705429136750104,-0.5397647799885584,15.0,24.0,2.0,31.0,94.0,0.3,2.2,9.32,430.0,7.2,7.0,8.0,2341.0,LAKE
0.3805449611815689,2.244855200048496,-0.18752804708354442,-0.3506636285467953,-0.38395689200165006,8.0,22.0,3.2,28.0,39.0,0.3,2.2,6.22,430.0,7.1,6.0,11.0,5029.0,LAKE
1.3801525249281488,2.791647505208441,0.0592835170575327,0.2962040541200239,-0.12539212684998013,27.0,25.0,3.0,30.0,48.0,0.3,2.3000000000000003,8.75,540.0,7.2,5.0,12.0,5045.0,LAKE
1.2572370107873465,2.871029788177453,-0.34445233267468117,-0.26911896129147556,-0.537402237970653,17.0,24.0,3.0,28.0,40.0,0.3,2.3000000000000003,12.02,540.0,7.1,4.0,12.0,5043.0,LAKE
0.9793781685659486,2.304567278024469,0.4120723876549049,0.7632424733209798,-0.8267282151308062,25.0,25.0,2.0,32.0,63.0,0.3,2.3000000000000003,5.8,540.0,6.9,7.0,17.0,4691.0,LAKE
0.060252123299769415,1.7633760801150378,-1.1333341781220603,0.2028957018209146,-1.075860577442691,4.0,25.0,2.0,28.0,31.0,2.2,2.3000000000000003,4.3,430.0,6.8,3.0,2.0,5063.0,LAKE
0.17482920415733003,2.308838489448436,-1.615598236308288,-0.5224144258685886,-0.8474600975243293,3.6,25.0,2.0,26.0,10.0,5.6,2.3000000000000003,14.855000000000002,48.0,7.1,1.0,2.0,4688.0,LAKE
0.025179425234279854,1.7428734927447784,-0.4100967935920243,-0.09115600657536928,0.7190554097100197,20.0,22.0,1.2,27.0,38.0,0.3,1.1,7.04,540.0,7.7,5.0,8.0,5030.0,LAKE
-0.4993179431763177,1.7963590619465966,-0.009831723226082355,-0.5013841578964119,-0.63718315344099,5.2,20.0,1.0,28.0,33.0,0.6,2.3000000000000003,4.2,540.0,7.2,8.0,2.0,5056.0,LAKE
1.3832177088144506,2.9357143932572933,0.5679475151817522,0.47668189121762583,-1.0571305211991955,18.0,25.0,3.0,32.0,39.0,0.3,2.3000000000000003,13.4,540.0,6.9,7.0,10.0,4229.0,LAKE
1.8879824092204411,3.095176892303894,0.14000808386506133,0.03117430570729221,-0.5376405493191686,16.0,25.0,6.0,30.0,58.0,0.3,2.3000000000000003,11.64,1600.0,6.8,5.0,10.0,2342.0,LAKE
1.6555266332220457,2.972039822172132,0.12930975468118014,0.1689281346127628,0.22986447356131268,20.0,25.0,6.0,30.0,41.0,0.3,2.3000000000000003,7.8,540.0,7.1,5.0,21.0,5121.0,LAKE
1.2044507604740113,2.798546496881462,0.5039291198603105,0.5347634939122482,-1.4818415106061185,20.0,25.0,1.0,32.0,70.0,0.3,2.3000000000000003,14.855000000000002,920.0,6.9,7.0,12.0,5128.0,LAKE
1.2575826085435868,2.793353641794222,-0.28336769864168315,0.11566401645633786,-0.690199863572466,17.0,25.0,2.4,29.0,48.0,0.3,2.0,14.02,540.0,7.1,4.0,12.0,4696.0,LAKE
0.9699301663091302,2.3638074008303622,-0.4142373919184295,0.2852916156427846,-0.43370836299391113,22.0,25.0,2.0,29.0,31.0,0.3,2.3000000000000003,6.2,1600.0,7.1,4.0,7.0,4693.0,LAKE
1.7064786582859188,2.8589832175323013,0.0856462140189625,0.18926522693419912,-0.9414444407959355,28.0,25.0,3.0,30.0,41.0,0.3,2.3000000000000003,11.16,540.0,6.8,5.0,6.0,4678.0,LAKE
0.510728652841725,2.5796824622493673,0.43418643245399985,0.799622528281102,0.47562667068087766,18.0,25.0,2.0,32.0,46.0,0.3,2.3000000000000003,6.9,540.0,7.7,7.0,17.0,5041.0,LAKE
2.5802615564346785,3.4882504152193436,-0.06042958063838564,0.10433272948990062,0.15835795814169487,30.0,27.0,7.0,30.0,350.0,2.5,2.3000000000000003,14.855000000000002,1600.0,7.0,3.0,4.0,4702.0,LAKE
0.020061622435680153,1.9888746201075607,-0.6300853982252804,0.2814722563785723,0.07694135559038476,6.1,24.0,1.0,28.0,21.0,0.3,1.1,12.22,430.0,7.6,4.0,2.0,4683.0,LAKE
-0.4178037340800221,1.3669570464885665,-1.7184694749255685,-0.4036157723528816,-1.5774985958843626,3.0,24.0,1.3,26.0,5.0,6.0,2.13,8.12,22.0,6.6,2.0,2.0,4661.0,LAKE
0.3751776461068723,2.2610475991668024,0.5651234095345854,-0.556280784174265,-0.9909810338047922,19.0,20.0,1.2,29.0,39.0,0.3,2.3000000000000003,8.62,540.0,7.0,9.0,7.0,5061.0,LAKE
-1.499533382999169,0.1928843768316,-1.0709968872071742,0.5360232911343815,-0.0795838430014329,1.9,23.0,1.0,28.0,6.0,4.9,0.3,3.92,120.0,7.2,5.0,2.0,4681.0,LAKE
0.13469409598198123,2.166304336224744,0.7252343186223263,1.1702261411312802,-1.0264928628651449,8.0,25.0,1.0,34.0,41.0,0.3,2.3000000000000003,7.22,540.0,7.1,9.0,11.0,5053.0,LAKE
0.9448334421171551,2.547271844775095,-0.9681975601052064,-0.0767325635045441,-0.4666553909875584,18.0,25.0,1.5,27.0,43.0,0.3,2.3000000000000003,9.1,430.0,7.2,2.0,11.0,5036.0,LAKE
0.5156648749421152,2.0653758393575554,0.4596471371602407,0.6759454745643381,-1.308259918645195,19.0,24.0,1.0,32.0,39.0,0.3,2.3000000000000003,5.8,540.0,6.8,8.0,7.0,4692.0,LAKE
-1.672075300474536,0.09340957138566039,-0.8729193464158532,0.39309805102367357,0.18885472147364432,5.0,22.0,1.0,28.0,4.0,5.4,0.3,2.82,150.0,7.3,6.0,2.0,3068.0,LAKE
0.27594286410883284,1.8336734438719577,-0.3151203637160176,0.45971165735579766,-0.32049294230668623,14.0,24.0,1.0,29.0,31.0,0.3,1.0,11.22,430.0,7.3,5.0,4.0,4249.0,LAKE
0.08127336678591926,2.249026998231529,-0.9479030815786357,-1.0602841702699457,-0.9420262171432385,5.6,22.0,2.5,26.0,31.0,5.6,2.3000000000000003,14.855000000000002,350.0,7.0,4.0,8.0,4687.0,LAKE
0.301950766074747,2.220311075375959,0.7992958451921577,-0.4108987086923571,-1.0898497482026805,14.0,20.0,2.0,30.0,34.0,0.3,2.3,8.02,540.0,6.9,10.0,9.0,5058.0,LAKE
0.7878070261066669,2.3196983812563587,-0.28319018449218736,0.09541390495913872,-0.94834945380686,16.0,24.0,2.0,29.0,120.0,0.3,2.3,7.44,540.0,6.9,5.0,6.0,3072.0,LAKE
0.9124921372815471,2.8062730805017804,0.5645775642297849,-0.3032028289119981,-0.7046820847590144,10.0,22.0,4.0,30.0,43.0,0.3,2.3000000000000003,11.72,540.0,7.0,8.0,3.0,5038.0,LAKE
0.6071354784018282,1.9677881899192071,-0.3066579866689374,-0.2920835866981228,-0.26030330416245234,20.0,22.0,1.8,27.0,34.0,0.3,0.98,12.2,430.0,7.2,5.0,10.0,5033.0,LAKE
-0.053252819841387924,1.5530099190158282,-0.47237692934719955,-0.04858999425965271,0.37504051700419344,12.0,22.0,1.8,27.0,79.0,0.3,0.68,9.02,480.0,7.5,5.0,12.0,5034.0,LAKE
1.8719855390778546,3.207083782375116,-0.08282909094357972,-0.36568743208628074,-0.41399483165992257,35.8,24.0,2.0,28.0,94.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.2,4.0,5.0,5044.0,LAKE
-0.22314072212051764,2.2414873176153565,-0.7666429336635101,-1.1822127011464798,-0.6909350064165328,3.2,21.0,2.2,26.0,15.0,5.5,2.3000000000000003,14.855000000000002,210.0,7.2,5.0,6.0,4685.0,LAKE
0.7630790219963279,2.807190978817356,0.5399228819718663,-0.2822719665115475,-1.055576410706596,12.0,22.0,1.8,30.0,49.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.1,8.0,13.0,4667.0,LAKE
-0.6781977149663974,1.7085225247852105,-1.0065205479111021,0.09180117472786677,0.016458577558141247,2.2,24.0,1.2,28.0,33.0,3.6,2.3000000000000003,4.62,540.0,7.5,4.0,8.0,5124.0,LAKE
-1.4281097847439175,0.18988994242410828,-1.0689774910754388,0.521581149714472,-0.26872713463684594,2.1,23.0,1.0,28.0,8.0,4.8,0.32,4.02,170.0,7.1,5.0,2.0,1215.0,LAKE
1.4628406128961493,2.883997922451467,-1.2739562292859896,-0.19110511261515656,1.1705142686705188,12.0,26.0,7.05,26.0,13.0,0.3,2.3000000000000003,3.87,430.0,7.4,0.0,13.0,5037.0,LAKE
0.2989746692962144,2.2788127786848356,1.0508664608843334,1.2562593266787712,-1.163969222210537,8.0,25.0,1.6,35.0,43.0,0.3,2.3000000000000003,8.22,540.0,7.0,10.0,11.0,4234.0,LAKE
1.522794482634484,2.93737217434272,0.06515084814886582,0.18041025624619247,-0.6565688033771914,22.0,25.0,3.2,30.0,41.0,0.3,2.3000000000000003,12.02,540.0,7.0,5.0,14.0,5050.0,LAKE
0.38985109017153413,2.4074827819311606,0.8235486224229603,1.0647433152795598,-1.1230127401769634,10.0,25.0,1.0,34.0,41.0,0.3,2.3000000000000003,10.15,540.0,7.1,9.0,12.0,5131.0,LAKE
1.792115778443304,3.2097058287192204,-0.41217037291763636,-0.26960685127584066,-0.6117626737653465,18.0,25.0,4.0,28.0,43.0,0.3,2.3000000000000003,14.855000000000002,540.0,7.0,3.0,17.0,5042.0,LAKE
0.05566506524579533,1.4073581013319556,-1.2880673877848925,-0.4356564813698079,1.2280758565289396,18.0,22.0,3.0,24.0,14.0,0.3,0.86,2.02,350.0,7.6,2.0,12.0,5031.0,LAKE
0.9079534178148108,2.339617254742742,-0.16951779847803888,0.4530469462392326,-0.5161710460867623,20.0,25.0,2.6,30.0,46.0,0.3,2.3000000000000003,5.2,540.0,7.0,5.0,5.0,3076.0,POND
2.754240280749459,3.1981091197822304,0.7756100907190233,-2.051026482001667,-1.9786195812805254,35.8,18.0,7.05,26.0,17.0,0.3,2.3000000000000003,14.855000000000002,540.0,5.800000000000001,8.0,9.0,2347.0,POND
2.0237824521802015,3.1369854678768476,-1.111873901485893,-0.36252444106977494,0.7392901287030641,18.0,26.0,7.05,26.0,38.0,0.3,2.3000000000000003,7.8,540.0,7.2,0.0,38.0,4700.0,POND
-1.2929701483014817,0.49174993789790306,-1.351502676903642,0.9234665261348469,0.9482491576160265,4.2,25.0,1.2,28.0,25.0,4.0,0.32,2.8,220.0,7.7,3.0,2.0,2346.0,POND
0.6785304525734002,2.506323614319933,-1.422903392920884,0.6554449541628405,0.3241263244953525,5.35,28.0,2.2,28.0,33.0,0.3,2.3000000000000003,7.2,1500.0,7.6,0.0,33.0,4694.0,POND
0.33898202429334173,1.9258127143641257,0.10700750000650963,0.5212813006025628,-1.1355758064714119,12.0,24.0,2.0,31.0,39.0,1.2,2.0,6.82,430.0,6.8,7.0,4.0,2357.0,POND
1.9328476931267378,3.570908635662233,1.9489018399578513,0.535642674050008,0.18436598880734847,21.0,24.0,7.05,35.0,49.0,0.3,2.3000000000000003,14.15,920.0,7.2,11.0,15.0,5129.0,POND
1.903630581499687,3.0177855748518287,1.3456752650812802,-0.7936166584061896,-0.46716729360648557,34.0,20.0,6.0,30.0,38.0,0.3,2.3000000000000003,9.93,540.0,6.7,10.0,11.0,5119.0,POND
0.3533682382417348,1.8750772738660004,-0.06342596473228873,0.5471129190461014,-0.2056391912677086,20.0,24.0,1.6,30.0,40.0,0.3,1.82,4.0,540.0,7.2,6.0,6.0,3077.0,POND
-0.9362907671765397,1.256685971060293,-1.9820848524966288,0.27614733068556535,2.0121660260034155,2.3,25.0,2.3,25.0,2.0,2.6,1.06,1.06,39.0,8.2,0.0,2.0,4222.0,POND
0.9785014290167338,2.712743530185054,-0.4920638220916172,-0.24045773699918116,-1.4833672883624294,12.0,24.0,1.0,28.0,33.0,0.3,2.3000000000000003,14.855000000000002,540.0,6.9,4.0,11.0,5118.0,POND
1.074062346489969,2.383592211049581,0.42173056219758104,0.7122095058880111,-0.8609289894265796,22.0,25.0,3.0,32.0,43.0,0.3,2.3000000000000003,5.8,540.0,6.8,7.0,4.0,5127.0,POND
-0.4874489400967451,1.3658818825684425,-0.4345751008091771,0.0008290500683455666,-0.21200681243027938,9.0,22.0,1.1,28.0,34.0,2.2,1.2,7.6,540.0,7.3,6.0,8.0,4675.0,POND
1.3819805331216914,3.104209008696368,1.690421688319293,0.6900837732161669,-0.16865903766098642,10.0,24.0,7.05,35.0,33.0,0.3,2.3000000000000003,10.4,540.0,7.0,11.0,21.0,5122.0,POND
1.1162969776566753,2.378050328201437,0.6572170244161898,0.5113997727425229,-1.1047304205881439,24.0,24.0,2.8,32.0,40.0,0.3,2.3000000000000003,6.8,540.0,6.7,8.0,14.0,5125.0,POND
1.9838997844967348,3.255235177576487,-0.2889399933394346,-0.23050705517031078,-0.27958989246032495,32.0,25.0,2.8,28.0,47.0,0.3,2.3000000000000003,14.6,920.0,7.2,3.0,14.0,5111.0,POND
1.4882507674460919,2.8647156311357613,0.605761531979639,0.2232076057486989,-0.14535609651135922,28.0,24.0,4.0,31.0,70.0,0.3,2.3000000000000003,8.8,540.0,7.1,7.0,10.0,2344.0,POND
0.8174191969688019,2.4892548605677485,1.3741925611745522,0.880634239400021,-2.3794315431991198,11.0,24.0,1.2,35.0,47.0,0.3,2.2,14.855000000000002,920.0,6.5,11.0,12.0,5130.0,POND
1.4826403293582757,2.9735172481248786,0.4588269734027507,0.7364679182051258,-0.043258496783304366,28.0,26.0,3.0,32.0,46.0,0.3,2.3000000000000003,10.2,540.0,7.3,6.0,8.0,2359.0,POND
1.1829852888046501,1.9057244307723369,0.004132568622406956,0.7283106139506197,0.23231329437540338,35.8,25.0,3.0,30.0,48.0,0.3,1.2,4.8,540.0,7.1,5.0,12.0,3078.0,POND
1.483818582290775,2.80460782022058,0.0008070962057008261,-0.09668491041433785,-0.3247194124027332,24.0,24.0,4.0,29.0,47.0,0.3,2.3000000000000003,8.98,540.0,7.0,5.0,14.0,5115.0,POND
0.3073628682020947,1.4587773931935193,-0.6345862897717423,0.7246321962891121,-0.4040882735929863,14.0,25.0,2.0,29.0,120.0,0.3,1.1,4.92,540.0,7.0,4.0,6.0,3075.0,POND
-0.16245330603593366,2.3381029780648395,1.1892156965315877,-0.4498041883341513,-1.0344699321880158,6.0,20.0,3.2,32.0,11.0,5.0,2.3000000000000003,14.855000000000002,70.0,7.0,12.0,4.0,4231.0,POND
1.4500995868710076,2.9046270617513827,-0.1252063493756668,0.17747643174960595,0.4156546500148037,35.8,25.0,2.2,29.0,14.0,0.3,2.3000000000000003,8.6,430.0,7.5,4.0,2.0,2345.0,POND
-1.0104662178569626,0.7479263398255028,-1.073538105405758,0.9074213891895941,-0.035182684776706837,2.0,25.0,1.0,29.0,33.0,3.2,0.92,2.92,430.0,7.3,4.0,2.0,5114.0,POND
0.1340827700946162,1.426501336898495,-0.5599677851485027,-0.2262875016830563,-0.9379193030783998,14.0,22.0,1.2,27.0,41.0,2.0,0.66,13.22,540.0,6.9,5.0,8.0,4689.0,POND
1.1336492582930353,2.5914919848495725,0.08418276959456691,0.085917567151086,-1.0791938696823966,12.0,24.0,4.0,30.0,48.0,0.3,2.3000000000000003,9.13,540.0,6.7,6.0,4.0,5120.0,POND
-0.3225888484066259,1.8699297516799818,-1.8415229162699969,0.1216090590216389,1.3423910750303205,3.0,26.0,3.0,26.0,48.0,3.5,2.2,2.2,108.0,7.9,0.0,48.0,4223.0,POND
0.5482367018717149,2.5102436440113376,-1.299812422699756,-1.1075518584248258,-0.6877890225063721,7.6,23.0,3.5,25.0,15.0,5.0,2.3000000000000003,14.855000000000002,84.0,7.0,2.0,5.0,4238.0,TANK
1.3764885065796402,2.9180388625102744,0.8913568230630362,0.6604081200642555,-0.035294025892607266,16.0,25.0,5.6,33.0,48.0,0.3,2.3000000000000003,8.6,920.0,7.1,8.0,17.0,4703.0,TANK
0.7019542296890984,1.6288187478692566,-0.4641428279050584,0.686102616115646,-0.055738712604396515,28.0,25.0,1.8,29.0,47.0,0.3,1.2,4.2,540.0,7.1,4.0,11.0,3085.0,TANK
0.3577497293636076,2.3303789555724888,-1.3540293655144444,-0.7494200762455625,-1.0473107310053296,5.0,24.0,2.8,26.0,9.0,5.5,2.3000000000000003,14.855000000000002,110.0,6.9,2.0,6.0,4241.0,TANK
-1.7294526573564015,0.26407198463694515,-1.0257900764639822,0.8830132870153815,0.6749097047057221,1.8,24.0,1.0,29.0,6.0,5.4,0.46,2.2,120.0,7.6,5.0,2.0,1447.0,TANK
0.19540410295425922,2.1636287249207595,-1.7026843316650324,-0.8191229342881413,-1.0477847581461612,3.5,24.0,2.4,25.0,14.0,5.3,2.3000000000000003,13.14,79.0,6.9,1.0,4.0,4244.0,TANK
1.291942792064543,3.0703354572238934,1.5122237223213248,-0.22345823004092116,-0.2983809011306762,19.0,22.0,7.05,33.0,14.0,4.2,2.3000000000000003,14.855000000000002,150.0,6.9,11.0,5.0,4233.0,TANK
0.12727755036019173,2.240650490474042,-0.026308611025598644,-1.7895659229264231,-1.3232877848641926,9.5,18.0,3.4,26.0,8.0,5.2,2.3000000000000003,14.855000000000002,130.0,6.7,8.0,5.0,1780.0,TANK
1.5942279503032253,2.8258260518462732,-1.0547946937820387,-1.325429233554952,-1.1203764255745179,12.0,23.0,6.6,25.0,17.0,4.2,2.3000000000000003,14.855000000000002,150.0,6.4,2.0,8.0,4243.0,TANK
-0.5505394582025558,1.1424336503127763,-0.6606116280371577,-1.135369281474202,-0.6000006502415095,10.0,19.0,2.0,25.0,7.0,5.2,0.5,14.855000000000002,84.0,7.0,6.0,2.0,2348.0,TANK
0.19408600969828527,2.60728868921013,1.6428938826941564,-0.33123870341065936,-0.6761848633141864,11.0,20.0,4.0,33.0,8.0,4.2,2.3000000000000003,14.855000000000002,120.0,7.1,13.0,5.0,4230.0,TANK
0.027342071321890465,2.206315559091579,-0.05914595215330161,-1.7483978351601916,-1.4456088057263023,7.0,18.0,3.0,26.0,12.0,4.8,2.3000000000000003,14.855000000000002,58.0,6.7,8.0,6.0,1783.0,TANK
0.3565839614638644,2.5523264697202404,-1.2514123308224485,-0.7304081363957365,-0.2808593196613276,6.0,24.0,3.0,26.0,12.0,5.0,2.3000000000000003,14.855000000000002,94.0,7.3,2.0,8.0,4242.0,TANK
1.6478287044275077,3.2898697192376436,0.15756475079446267,0.04799144373037452,-0.12093360899151914,15.0,25.0,5.0,30.0,120.0,0.3,2.3000000000000003,13.9,540.0,7.2,5.0,11.0,3071.0,TANK
