PC1,PC2,PC3,PC4,PC5,PC6,orig_Max Fecal Coliform,orig_Min Temperature,orig_Max BOD,orig_Max Temperature,orig_Max Conductivity,orig_Temperature_Range,orig_Min Fecal Coliform,orig_Max Total Coliform,orig_Min BOD,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Min pH,orig_Max Nitrate N + Nitrite N,STN_Code,Water_Body_Type,Cluster_GMM,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob,Cluster_3_Prob,Cluster_4_Prob,Cluster_5_Prob,Cluster_6_Prob,Cluster_7_Prob,Cluster_8_Prob,Cluster_9_Prob,Cluster_10_Prob,Cluster_11_Prob,Cluster_12_Prob,Cluster_13_Prob
-1.5575554472682278,-0.0448660134933446,-0.7284521560983993,-0.3749438400600158,-0.3611449235675814,-0.3523739655675466,40.0,20.0,3.7,27.0,320.0,7.0,20.0,110.0,3.2,6.4,0.51,6.8,2.61,2843.0,POND,1,4.507553225800874e-09,0.8997762990046402,2.033806039257234e-167,0.0032020172460270695,0.09278365558234146,0.0024697896575649136,0.00016121090888952228,9.700441792892816e-11,6.679370181500671e-06,0.000987097050356151,0.00012550955557364644,0.00048773701986789343,1.1658062686073964e-23,7.610170504024528e-40
-1.6339809967637635,-0.0930651154675868,-0.4337192314080936,-0.1942495493908865,-0.2987268622197004,-0.2632994680020985,50.0,20.0,3.9,28.0,230.0,8.0,10.0,160.0,3.0,6.0,0.51,6.9,2.61,2847.0,POND,1,1.2888791521053643e-08,0.9174198103035011,4.290767794538901e-264,0.00048122696142949625,0.07814369835277299,0.001611884853818148,0.00012749302541066818,1.8576768761142132e-11,9.20794289214716e-06,0.0008198288547809435,0.0002908200929143971,0.0010960167051119816,4.662637861566439e-28,4.3883354419445035e-40
-1.7528303879672698,-0.1083427549634403,-0.4498961729395546,-0.1788084407411177,-0.1517279215505985,-0.1393679717164939,15.0,20.0,3.6,28.0,175.0,8.0,2.0,50.0,2.9,6.2,0.51,7.0,2.61,2846.0,POND,1,9.49464467958138e-09,0.9439992567955956,1.5815719696245358e-267,0.0005903504788042366,0.051912751015550075,0.0007385038639015221,7.44460059937167e-05,1.443864204552896e-11,5.925199361242066e-06,0.0004526122521473636,0.0002924586998399448,0.0019336861797230572,1.156044318480293e-37,7.230947549761966e-41
-1.7666886579294652,-0.1829200898419849,-0.9212727433083584,-0.1375493503322941,0.425360232103618,0.1472185615548905,62.0,21.0,3.7,27.0,190.0,6.0,10.0,75.0,2.8,6.6,0.51,7.3,2.61,2845.0,POND,1,4.5700366584079814e-10,0.7084112058845184,6.494170761361685e-153,0.0014284072950621115,0.28123119406457436,0.0020457950645647108,3.276623345601882e-05,7.728430726755228e-09,1.0290716272438224e-05,0.0007166211258804498,0.0004478919296780978,0.0056758195005590815,1.199320878165342e-31,2.0276869436595724e-40
-1.6428495942672303,-0.1855634939327401,-0.6491515460028942,-0.0157967276846829,0.1373519956331952,-0.0271108324574768,30.0,21.0,3.6,28.0,350.0,7.0,10.0,95.0,3.2,6.7,0.51,7.1,2.61,2839.0,POND,1,7.840686294933729e-09,0.709225517926963,1.1773433390812016e-227,0.0007101107597821739,0.281655222483091,0.003342520804450103,5.158030615733455e-05,3.1345847729786258e-09,1.5218390768695147e-05,0.0011148369729701542,0.0005770451723587014,0.0033079362081877882,1.812366648184397e-32,1.0795527750354688e-39
-2.450902219345234,0.5540118856741261,0.2788901450905035,-0.3351128033589959,-0.4433342996202291,-0.1211482718908047,170.0,17.1,2.2,29.0,78.0,11.9,110.0,540.0,1.5,6.5,0.42,6.9,0.56,3349.0,LAKE,6,8.047740034356362e-18,0.01580666047293937,0.0,0.009463341582568976,0.14271052675843376,0.004515356241258938,0.424905240223249,7.354184440680396e-16,0.00022135371475476065,0.04199731097536388,0.360361950318595,1.8259712835699636e-05,2.4597142665629588e-281,1.5509886360094246e-37
-2.859557095368784,0.5907252189642648,-0.932201672399859,-2.361457608562812,-0.1494836879678995,-0.6985396142329804,17.0,12.0,1.9,21.0,70.0,9.0,10.0,170.0,1.4,6.8,0.32,6.9,0.52,1459.0,LAKE,6,3.4664342213703763e-16,0.0008326112672119383,3.11445085e-316,3.2767182930459175e-19,1.0139639719863233e-05,1.2797580966683792e-08,0.9985128774314197,7.276813932383299e-29,3.143362406448938e-09,0.00011866793009473168,1.0903508914849384e-09,0.0005256867002592787,0.0,2.2747184131879066e-55
-1.172320459516008,0.5843479380597804,-0.4376901948971203,-1.8781570791548177,0.804783603317912,-0.9521530653009108,420.0,15.0,7.8,23.1,117.0,8.100000000000001,380.0,1700.0,5.2,5.7,0.32,7.0,1.12,1347.0,LAKE,6,2.26879257288464e-63,2.5018217648587676e-53,2.1414343582427816e-205,6.175624558473135e-21,6.226106238916505e-16,9.682204950483398e-08,0.9392975858652036,2.1985540820879195e-24,1.6423794423531755e-05,0.06068589351541149,2.9103905903246247e-12,7.904378547615532e-74,9.653982440240943e-109,5.951239227809146e-36
-1.330449433455983,0.442059877901742,-0.4966549314770083,-1.8454544368176171,0.8582604312545437,-0.8770238192117737,410.0,15.0,7.5,23.0,105.0,8.0,310.0,1300.0,4.8,5.5,0.35,7.1,1.02,3347.0,LAKE,6,3.0752366055632563e-49,7.977211241810977e-36,2.425710856852311e-202,4.461241551959485e-18,2.7252264383538435e-11,2.1117954494362306e-06,0.9724556793013129,6.564828669437245e-24,7.957476654356717e-06,0.027534251382924216,1.6407080836994415e-11,6.462988509433523e-52,5.510733041458222e-71,9.569124180873285e-39
-0.9414612182392956,0.2645499930784085,-0.0717711841766943,-2.0443823247576316,1.2671086779321383,-1.162496637440401,520.0,14.0,9.0,23.1,250.0,9.1,350.0,2100.0,6.0,4.5,0.32,7.2,1.22,3346.0,LAKE,6,2.971064859632004e-57,3.9802534649049767e-50,9.305169897411686e-248,1.596383244705711e-34,1.2607388586099886e-17,1.3287179930260764e-07,0.932057756796652,5.503452791568148e-31,3.977587913200077e-05,0.06790233445241713,4.010528303445938e-22,1.970832363222109e-74,7.414275454078404e-89,1.1043577121017124e-39
-1.1673838905507246,0.6209376594530122,-0.4535343416630398,-1.8643439977402292,0.4534845817220576,-1.1495464981354748,460.0,15.0,7.0,23.2,130.0,8.2,340.0,1700.0,5.3,5.6,0.32,6.8,0.66,3348.0,LAKE,6,1.4602136823532938e-55,6.143301192777874e-43,1.2268529528028378e-204,9.246407003827787e-23,7.413722907290863e-14,2.54602525903121e-07,0.9642462138317841,6.698391439386432e-25,7.54757626636134e-06,0.035745983986185066,3.16386845782832e-12,1.1188354339051821e-63,7.659130929919501e-106,1.6300353429416945e-36
-2.4798684991620163,0.4175721353382191,0.1810200548872967,-1.2933589969962995,-0.0345098200377038,-0.5632368476422408,120.0,14.0,3.6,26.0,145.0,12.0,70.0,490.0,2.1,6.0,0.32,7.0,0.79,1348.0,LAKE,6,5.1948147704059605e-17,0.13362452032106878,0.0,1.715862482362256e-08,0.004596961019964004,9.956950031037194e-06,0.8597960786386302,2.3447963139476126e-26,2.840649654278438e-06,0.001886206995483376,2.707837104568497e-05,5.633989549743828e-05,0.0,8.107283107754154e-47
-2.6443799724494808,1.063470990785663,-0.9280185190241552,-1.958181996552648,-0.9605737834857992,-1.2229844712928533,356.0,13.0,2.2,22.0,283.0,9.0,45.0,1500.0,1.0,6.7,0.02,6.4,0.03,3723.0,LAKE,6,4.616312906127518e-20,0.0018499446567279431,1.8258900778497067e-250,9.528019356706918e-26,2.3263513034718794e-05,5.949787019502272e-07,0.997903932547687,2.7039078097683696e-26,5.331968331365825e-09,0.000221964056240552,2.3227094536873914e-08,2.716885450989706e-07,0.0,2.875341384617772e-48
-2.187875729569394,0.6003414747032084,0.5831259228353455,-0.3211796223053931,-0.9379236979419954,-1.1131037253791929,356.0,16.0,3.2,29.0,422.0,13.0,45.0,1500.0,1.2,4.1,0.03,6.6,0.12,3722.0,POND,1,3.758146536485539e-13,0.9804773816203679,0.0,1.1667571665403473e-12,0.00232394533483731,1.554051135149735e-05,0.0163152808844707,5.238694049945495e-24,1.984638004179972e-06,0.0008389918354908737,2.353117689131497e-05,3.343997043761623e-06,0.0,6.087221958848008e-42
-2.1615643173597254,0.4385369907935144,0.0259982031717856,0.5349778518109027,-0.079599848867292,-0.432538294240485,356.0,20.0,2.9,30.0,347.0,10.0,45.0,1500.0,1.2,5.0,0.02,7.1,0.06,3755.0,POND,1,2.0010553383776464e-12,0.7542612779169379,0.0,0.006548231900655205,0.22931802667969398,0.0021996545329476275,0.0017345815785992323,4.82151668836097e-11,7.040604019312151e-06,0.002923886355142264,0.002941404346540355,6.589603524753695e-05,0.0,2.010629547232356e-37
-2.314974628313742,0.8567775861248473,-1.7176075017418493,-1.2695224957963325,-0.4080019057885616,-0.8728574480377537,356.0,17.0,2.6,22.0,379.0,5.0,45.0,1500.0,1.0,6.8,0.02,6.7,0.03,3743.0,TANK,1,1.499633152245322e-16,0.751539152488413,1.5753766760358482e-123,2.054875410729858e-14,0.007065939452844226,0.0004627548389501522,0.24038148931496034,8.642646318756418e-13,7.26982181503982e-08,0.0005418603513236512,2.8773839942474767e-06,5.853470412120062e-06,0.0,7.661064670502435e-42
-1.6875929154765046,0.1831538772027863,1.5204577407001303,0.8396194385190429,-1.4498656671905346,-0.7260824484511983,356.0,19.0,2.6,34.3,550.0,15.299999999999995,45.0,1500.0,1.5,3.2,0.3,6.5,1.7,2887.0,LAKE,1,3.1045832531338633e-09,0.9637045691151922,0.0,1.3723053402041236e-14,0.013057689857413343,0.00024335814035763957,0.0026843522419313618,1.7700232973362046e-21,0.00012007653453763946,0.006168174001335543,0.01395858461795774,6.31923866778545e-05,2.481e-320,3.611459982389595e-36
-1.5124295508328514,0.2519804159910022,3.01069059635341,1.267384769604165,-3.127437869690921,-1.0245218851270883,356.0,19.0,2.8,38.5,250.0,22.0,45.0,1500.0,1.3,1.4,0.6,5.800000000000001,1.6,2886.0,LAKE,1,2.309427705796746e-11,0.6960706590343352,0.0,1.4854278119998056e-35,4.369381661518582e-05,3.202563266035909e-05,0.014343809725051527,5.897096684831732e-37,0.017701667528731528,0.03872381897009178,0.2329066971558376,0.00017762811349579223,8.676735868772653e-14,1.4563983137423074e-33
-0.9228636145683918,2.5127130638916575,1.9354625532246337,0.680953579421291,-0.8460598556107379,0.4985174551114722,4900.0,19.0,2.6,35.0,184.0,16.0,700.0,17000.0,1.2,5.2,0.32,6.6,0.62,3956.0,LAKE,9,0.0,0.0,0.0,1.0692098378400818e-50,3.2393881216322642e-114,2.400074604377803e-59,1.0569479596450643e-14,3.65549021729978e-22,0.008650700299570024,0.9913491269688182,3.2551349164092274e-12,0.0,0.0,1.7272834551146064e-07
-1.446774734905368,1.0003946586002723,0.9649340991658258,0.7053691461144378,-1.399012606444505,-0.2857143540272582,2300.0,20.0,2.2,33.0,223.0,13.0,130.0,9200.0,1.1,4.0,0.32,6.5,1.15,3957.0,LAKE,10,7.99988651136999e-60,6.654750020576379e-46,0.0,4.017698337599808e-08,1.264737443768944e-13,2.2802952248507094e-09,5.9822984894918636e-05,4.948701326226926e-14,0.0001723409579008044,0.02597506876829824,0.9737927248314515,2.581116074582661e-57,1.0515615785156656e-183,1.0918096096762744e-23
-1.5771035959596011,1.5657788782384363,1.1554457452590907,0.7795062165925885,-1.3226467189299345,0.1971581705650407,3500.0,20.0,1.9,34.0,181.0,14.0,130.0,16000.0,1.1,6.2,0.32,6.5,1.02,3955.0,LAKE,9,9.495845669728614e-125,9.67911654431295e-125,0.0,9.080590172070183e-17,4.072377136258021e-29,4.46654266575283e-17,6.0822506751754215e-06,1.5703788161616754e-13,0.004966471543152895,0.7358907588619188,0.2591366873440954,3.006935801750973e-130,0.0,2.459891552264696e-16
-1.854549095631929,0.9019403925258582,0.6251925865654581,0.5979246419355677,-0.5396899604634846,0.1660630942147914,1700.0,20.0,2.3,32.0,259.0,12.0,220.0,4700.0,1.1,5.8,0.32,6.9,1.22,2438.0,LAKE,10,1.2065003511030177e-55,5.214123449458543e-43,0.0,2.8970044357609232e-06,1.551208571210859e-10,2.8165009884352043e-07,0.000119910955900352,1.7914568797749463e-12,8.221431969743666e-05,0.011031042629990917,0.9887636532829647,7.8207107706194535e-47,3.022056787543713e-97,5.776355218229161e-26
-1.5816182517804156,-0.1810375543582926,1.925265156646797,-0.0981801056999176,0.0155324824080899,-0.7445338528975949,2300.0,14.0,2.7,32.0,3294.5,18.0,2.0,4900.0,1.3,5.6,0.32,6.9,1.66,3953.0,LAKE,6,1.4373025589681183e-13,0.0010292728268541725,0.0,6.805182640520225e-23,0.0013471343686701533,0.0010272911242119554,0.9886166014308826,1.4590737884367535e-35,0.003582301106113678,0.004397397728946656,6.269850540064862e-10,7.871921235187578e-10,4.2146738342040045e-82,1.4994660226243138e-40
-1.1361326170105517,-0.3680588655360565,0.6399876637099075,0.8852859086527319,-0.0264328687347522,-0.486688599991167,1700.0,20.0,1.9,32.0,3294.5,12.0,2.0,3500.0,1.2,5.8,0.35,6.9,1.59,2437.0,LAKE,4,2.2610077114526503e-06,0.0010765107551844863,0.0,1.9271660823521277e-16,0.8884247126449076,0.07631056041793656,0.002019006660993619,1.1543445577734468e-11,0.0006745396120136563,0.03138491363158332,2.0740808941208976e-06,0.00010542117723159036,1.8969152802584118e-171,3.561796869301208e-36
-1.982322766399659,-0.1806743225553685,1.8971872309308089,-0.6961274386357719,1.4157732611844205,-0.1624625823334655,1700.0,13.0,6.0,30.0,945.0,17.0,110.0,3500.0,1.9,3.0,0.32,7.9,2.12,3954.0,LAKE,6,2.9341126108271278e-31,1.0250207106390563e-15,0.0,6.941541299726544e-20,7.898042782510413e-08,2.2244228851706692e-06,0.9979093468475492,1.4198547376129016e-42,0.0011456155159669656,0.0009427341385524095,6.235322798938583e-13,6.001168039204395e-23,9.399350641705847e-11,1.9273035457107643e-45
-0.0903148804059876,2.339319708449038,0.7990779402947021,0.7918563631380913,-1.2880887232441118,0.3449559231493832,10678.0,22.0,2.8,33.0,420.0,11.0,2.0,31301.25,1.1,4.1,0.32,6.5,1.52,2431.0,POND,9,0.0,0.0,0.0,5.676505230458364e-39,5.941879174748491e-118,6.740878415391011e-61,2.2404142067499287e-15,1.7113653709533416e-07,0.029773043592850334,0.9698424175462782,1.6194087224219243e-12,0.0,0.0,0.00038436772271359604
0.7721566000626726,1.3503535153035944,0.9221186752413592,1.4219389680497925,1.0396554821364845,0.5952879667387442,10678.0,25.0,5.7,34.0,561.0,9.0,20.0,31301.25,3.8,2.0,0.32,7.6,1.72,2434.0,POND,9,0.0,0.0,0.0,2.34373505797834e-33,6.468333882142542e-139,1.995682906411457e-58,5.640371940756768e-15,1.505427164662465e-08,0.11571019715890668,0.8842536295586145,5.76156773153561e-23,0.0,0.0,3.615822820112247e-05
-1.158444591757135,2.58300823123105,1.8062953992695283,-1.4519786662145175,0.1209290299150294,0.5559185703705128,10678.0,12.0,2.7,29.0,402.0,17.0,140.0,31301.25,1.4,5.7,0.32,7.1,1.84,3962.0,POND,9,0.0,0.0,0.0,9.960523529024458e-65,5.4902186671407445e-139,5.394512080929595e-67,3.7958176965979143e-13,3.1017263192621583e-38,0.0015531081815665596,0.9984468918180534,7.818843515797879e-17,0.0,0.0,5.056084043260154e-16
1.0114021899472754,0.8408948008849639,0.9643636023188004,1.1751269675289435,0.3975312908450354,0.893615099081872,10678.0,25.0,8.3,34.0,688.0,9.0,45.0,24000.0,3.4,3.2,0.35,7.4,8.62,2433.0,POND,8,2.206100853688236e-306,0.0,0.0,1.4234142089693063e-36,2.7473389958818033e-120,1.958003720157643e-48,2.6129828183813462e-14,1.9101532943322643e-13,0.9575152228086133,0.04239120132990583,2.682546913792863e-16,0.0,0.0,9.357586126284126e-05
-0.4925582880144423,-0.2692448394148244,0.600787585044566,1.653340007206381,1.238069557501524,0.2776558663625414,1300.0,25.0,8.2,34.0,961.0,9.0,130.0,9200.0,3.6,4.2,0.32,7.7,2.92,2432.0,POND,9,1.3108773437251134e-41,3.6884723352182136e-51,0.0,5.705151644691845e-17,4.991889015736077e-14,0.0009735935762187433,0.00021603858490533594,1.9138905253305962e-07,0.030130471848766303,0.9686796863033178,1.8297688984222386e-08,1.7468855172802947e-54,2.740617809795222e-225,4.871692015877287e-25
-0.0583980407509531,-0.2090778406930128,0.9165913074555454,1.709527082760029,-0.4526390384798853,-0.5996162759759561,2400.0,25.0,12.0,35.0,599.0,10.0,45.0,5400.0,3.3,2.1,0.32,6.9,3.46,2436.0,POND,9,1.2771150255145965e-23,7.831618294143357e-30,0.0,3.0524140762950943e-32,1.4048508811454096e-09,0.0014587309607004765,0.00021207040253869633,7.336043739147998e-08,0.022452696410507157,0.9758764242810004,3.179964807580476e-09,3.2376451003928915e-37,5.140564099001609e-151,3.0815059087927177e-24
0.3759401085703471,-1.0117137315733935,-0.7580823830003113,-0.3789888349959612,0.4518843057098606,-0.2727627547442578,1300.0,22.0,9.5,26.0,1334.0,4.0,130.0,2800.0,3.4,2.8,0.32,7.3,11.52,3963.0,POND,5,7.940970487603713e-15,7.674685337415857e-25,6.755435506936565e-76,3.756718133858021e-42,2.5457728189599254e-07,0.967422508396964,3.0887388040599057e-09,2.8710906222887867e-17,0.03158461619200025,0.0009926177449476993,6.000389577503124e-14,4.520599388501108e-26,0.0,3.808307687187139e-31
-0.0538360783023036,-1.0358728680228888,1.511392404982506,1.0873963949826586,0.2314157356732175,0.5620305389475027,2400.0,23.0,8.0,35.0,745.0,12.0,45.0,4300.0,3.6,3.3,0.32,7.5,13.34,2435.0,POND,8,6.997273081896706e-22,6.062679272535224e-33,0.0,2.675242847812753e-62,1.1062129695252309e-12,0.04398267307268197,8.149295985511525e-09,1.2037588843578773e-27,0.955959260670118,5.712928267541401e-05,9.288241224631e-07,6.560429641963386e-33,0.0,2.5839602504564245e-26
-1.4591262831603482,-0.0039801382307385,-0.8128136833266344,2.1757603725469057,-0.402644572070494,0.3048028310649269,23.0,28.0,2.5,33.0,375.0,5.0,2.0,1600.0,1.0,5.2,0.32,7.1,1.22,1686.0,LAKE,4,3.350325284185797e-07,0.0023610409813506305,0.0,3.26411382992062e-14,0.9818488427681926,0.0008181622436852354,1.7158548060726237e-09,0.008723544810702494,2.4380643118750357e-06,0.005831220557878775,1.1201579299406788e-05,0.00040321224616290404,0.0,9.278322233622852e-35
0.2547321863969231,-0.823620169337788,-0.444170168209259,2.135840731243878,1.3857997614674,-0.1428666997085592,500.0,29.0,30.0,33.0,1682.0,4.0,110.0,1600.0,2.8,6.7,0.32,7.6,4.3,4634.0,LAKE,9,6.631817793051185e-16,1.1828590323541707e-33,0.0,7.545057566099226e-37,2.1283660138979093e-08,0.1998283305239249,5.411413139018631e-07,0.02833347023282921,0.003749185487216598,0.7680884448039593,1.2540731694397177e-18,3.2235207514979117e-27,6.52709481220769e-09,1.8326899807054996e-30
-1.201840964598967,0.3761476210866859,-1.1837438569924754,1.9234530991807193,-1.7779320251203568,-0.3336709954456663,110.0,28.0,2.3,32.0,283.0,4.0,2.0,1600.0,1.0,5.1,0.32,6.3,0.82,1396.0,LAKE,7,5.446513402921697e-09,0.02588663912933649,0.0,1.2109212793647121e-14,0.06512320559856508,5.341864334655808e-05,7.750044110989542e-10,0.8993244870232883,1.86925475669409e-06,0.009608262308572977,6.881592854018824e-08,2.0430046756134482e-06,0.0,2.2039037513915123e-33
-2.367459945217946,0.5974081211633084,0.9269373854324868,-0.7615142854301526,0.7470585346775022,0.8528316694781033,1300.0,15.0,2.7,29.0,295.0,14.0,320.0,3300.0,1.0,6.7,0.6,7.6,2.9,1297.0,LAKE,10,2.687291632820084e-70,5.626597596329082e-61,0.0,1.0158546846112353e-12,3.292540670085787e-12,3.042124176289658e-07,0.08936582891272962,1.7046381406310638e-25,0.0052497746814875275,0.03402660233331947,0.8713574898557375,2.927285230313312e-54,0.0,5.3741758944659803e-33
-2.138204680180233,0.1227152878933938,0.982086186207118,-0.8420552742884426,0.3241919762831552,0.6930497755071521,1700.0,15.0,3.8,29.0,340.0,14.0,110.0,4100.0,1.0,5.9,0.6,7.5,5.6,1382.0,LAKE,10,3.277434990963042e-38,4.410052661609378e-25,0.0,7.480107811413696e-11,4.854154385399558e-07,6.0027394868255545e-05,0.011983483141885054,3.8833264201543586e-29,0.010409678204321121,0.0028555028238034827,0.9746908229448831,9.981116353254096e-24,0.0,1.4385886030164822e-36
-3.78449535723731,0.3173826717307355,3.388080449624627,0.0491630671366407,0.263081119279146,0.3671523270025612,40.0,10.0,1.0,37.0,234.0,23.0,20.0,140.0,1.0,7.0,0.3,7.5,0.7,2912.0,LAKE,6,1.0917383694022432e-19,5.5542365371796835e-05,0.0,6.382585579037137e-23,3.0177354796399515e-08,2.2967760214166472e-11,0.5999894111618957,3.172556787534154e-67,3.132348458261706e-05,2.4391508105629148e-06,4.295410209632988e-06,0.39991695822680656,0.0,1.1197468774427573e-53
-1.0021981307307803,-1.4659442282322055,-0.8568063475565227,-0.0810641911676156,0.6802206813879539,1.883730673351355,93.0,23.0,2.8,28.0,867.0,5.0,39.0,210.0,1.9,5.9,1.84,7.8,6.42,1481.0,LAKE,11,5.6241509903400966e-08,1.3554849633822113e-08,1.8846637583266966e-205,4.915568599352478e-86,1.2650812373401986e-08,1.1783260284424826e-06,7.167614935593246e-25,2.4509291503510274e-46,0.009066415841023757,1.6786073692091052e-12,1.0094427161038044e-08,0.9909323132896698,0.0,8.058964576078047e-40
0.4023670883364872,-2.4530787890750805,-0.5013017289613066,0.2265263012037496,1.1267098202415653,1.945654253586433,460.0,24.0,4.1,29.0,3294.5,5.0,150.0,1100.0,1.8,4.4,2.3000000000000003,7.9,8.22,2940.0,LAKE,8,5.247478685673658e-05,2.36941783596167e-23,4.194142196866025e-308,1.2122345379570675e-166,3.935971894898301e-13,1.8224498967325262e-06,1.2393705202063304e-37,7.34171598076059e-73,0.9951931162636737,6.739399496040527e-18,5.872794115747915e-13,0.004752586498592263,0.0,1.189932445630621e-37
-0.8644208096406352,-1.0738142464683524,-0.1563272471860473,-0.5322344899859544,0.3779361974101727,1.6445587518366205,460.0,20.0,3.3,28.0,1283.0,8.0,240.0,1100.0,1.1,4.9,1.84,7.6,6.22,4178.0,LAKE,8,8.630581833507662e-21,1.673627238354591e-21,2.0122253928249614e-298,3.607714054355547e-64,2.959679030622014e-10,0.0011701763001238082,4.672351376759939e-19,1.4038093579231578e-44,0.9986297191967919,3.39482209191303e-10,0.00020010386698846754,6.456704543549641e-13,0.0,1.9858190789433916e-32
-1.016914738332018,-0.340759884861764,-2.0283157233163647,1.583508009613971,-0.2618411150880676,0.4976386313831686,93.0,29.0,1.4,29.0,279.0,0.0,23.0,150.0,1.0,4.0,0.74,7.2,1.26,2936.0,LAKE,4,2.32077936342175e-05,0.00047458540664303025,2.1479823816744378e-250,4.2826072115093086e-20,0.9886649771541107,0.005564123162529711,8.831342108748265e-12,4.261198728519775e-07,2.2082435515119942e-05,0.0012860509518317549,9.535670199567818e-08,0.0039634882741554685,9.633361736731479e-07,6.438890950845621e-36
-1.7356165744124554,-1.1716886317423731,-1.0166830632291743,0.1703316562524641,1.463547538630886,2.1321337129086273,75.0,23.0,2.1,28.0,777.0,5.0,23.0,150.0,1.2,7.1,1.66,8.2,3.54,2941.0,LAKE,11,9.67025046239587e-13,1.06996177959716e-05,1.168873823638749e-219,3.257812248581138e-70,8.124677985438079e-06,2.917783780295593e-07,1.9654510027297223e-18,1.4202775410663894e-31,0.006160765913913959,9.366257429534919e-09,1.1090395535608998e-07,0.9938199977407469,0.0,7.430533393390164e-42
-1.719477833787255,-0.9990626190702436,-1.23063311234828,0.4002095105689935,1.5475345497667168,1.984377107041454,75.0,24.0,2.4,28.0,665.0,4.0,39.0,150.0,1.3,7.2,1.42,8.2,3.37,2942.0,LAKE,11,7.710413068468224e-14,1.2184204368715048e-05,1.52385920029814e-199,1.0559089520585932e-56,0.0007966559002600559,1.0015034972055798e-05,1.2733692164036373e-15,6.170279105943777e-24,0.004463744465525924,7.000710186542946e-07,1.7543257661427616e-06,0.99471494599801,0.0,3.8737358508206615e-40
0.4437016900363113,-3.014384452518762,1.4013174287759502,-0.7171948158277615,1.4537765679839172,1.4472656620350606,460.0,18.0,5.9,30.0,2670.0,12.0,93.0,1100.0,3.2,0.5,2.3000000000000003,8.2,10.32,2944.0,LAKE,8,7.475538447333067e-05,4.303550693873972e-26,0.0,1.2893603821556959e-216,2.686618364023529e-17,1.042158090944561e-09,3.546366269863443e-39,2.3002847013021104e-95,0.9999157841571857,2.3248269889589268e-23,4.530200847862562e-27,9.459416182342e-06,0.0,2.3732748729122047e-46
-1.3024926719469172,-0.8830081187115888,1.4215169453302614,0.1400440977035811,-0.083440033788343,1.0665472064046673,240.0,19.0,3.2,33.0,435.0,14.0,150.0,460.0,2.3,3.7,1.56,7.4,4.08,2935.0,LAKE,8,5.198251063224136e-12,1.2196349545879139e-07,0.0,2.1611667870150513e-47,4.968437661420216e-07,0.00799374384629283,7.195819174649079e-10,6.595212945468401e-38,0.6544187207653019,6.366614575814353e-07,0.3375565353766002,2.9743818305777502e-05,0.0,1.5537898030783074e-34
-2.026512296076143,-0.0651606320425886,-1.32660266752541,-0.210686730646092,0.1720505637522959,0.5023689712115205,93.0,21.0,2.1,26.0,408.0,5.0,23.0,150.0,1.0,6.9,0.64,7.3,2.61,1714.0,LAKE,1,3.9638187577868716e-10,0.9237422723966064,3.881159768865668e-96,9.739232578015708e-08,0.05667458994223679,0.0014689970963796188,1.6708354852807574e-06,5.436403623661284e-09,9.056696063517047e-06,0.00017837550334910763,3.132834777117233e-05,0.01789308855990377,5.173970930450355e-07,6.764518298763495e-40
-0.6570576126828497,-1.647872921348685,1.6078036741602857,-0.289061072174217,0.3126024605897187,1.3226406466471314,460.0,18.0,4.1,32.0,1177.0,14.0,150.0,1100.0,2.1,2.1,1.82,7.7,7.84,2943.0,LAKE,8,2.005050765695057e-09,2.0655766846265187e-13,0.0,1.0720743131792129e-98,2.000513394032167e-12,5.98137156983232e-05,5.76341212738236e-20,3.899741407442226e-62,0.9999385865769559,1.3908986907377612e-13,2.2910540925928797e-07,1.3685945397087196e-06,0.0,9.74465167423732e-38
-2.0053596273866092,-0.71672658567806,0.2748354288601765,-1.682282853415964,0.4547290075040825,0.7381879825079093,150.0,14.0,3.4,25.5,420.0,11.5,64.0,210.0,1.3,4.4,1.37,7.6,3.84,1716.0,LAKE,11,7.132791567609799e-12,0.01411067427177515,0.0,3.1040943978991423e-26,3.34868612549568e-05,3.233172521955951e-07,1.2006035288138248e-08,1.3222097070492973e-39,0.001484707787329555,8.310409393839082e-07,5.077704279297886e-06,0.9843648870040012,0.0,4.9129404280000196e-49
-0.8670828479866267,-1.3588238017583938,-0.1253849806486347,-0.4221802029937902,0.4870869668719851,0.998052442723004,240.0,20.0,3.9,28.0,1154.0,8.0,75.0,460.0,2.0,3.3,1.78,7.6,3.53,4795.0,LAKE,11,1.947809197879733e-05,8.766807592183779e-06,3.4494856563432173e-300,2.8013510792176e-56,5.668262016133906e-05,0.00044015062185277917,4.604703407124058e-16,7.154614333673926e-36,0.03457222610206577,1.2635346522841418e-08,8.992364988611657e-06,0.9648936907560136,0.0,3.6454182325851172e-40
-1.3173895055264755,-1.1336496027458165,-0.4767052052246725,-0.0328034433125775,0.0488347967416906,1.591918518858785,39.0,22.0,2.3,29.0,607.0,7.0,23.0,75.0,1.5,5.8,1.72,7.5,5.42,1285.0,LAKE,11,2.6465097749960007e-06,1.421231214244739e-05,0.0,8.974118899070513e-66,3.693592935322558e-08,1.580935645945724e-05,4.433140913993411e-20,1.7226338390861523e-38,0.003718137323280166,8.260853171671032e-11,4.2484612545511024e-08,0.9962491149951921,0.0,2.3376605645201997e-39
