PC1,PC2,PC3,PC4,PC5,PC6,orig_Max Fecal Coliform,orig_Min Temperature,orig_Max BOD,orig_Max Temperature,orig_Max Conductivity,orig_Temperature_Range,orig_Min Fecal Coliform,orig_Max Total Coliform,orig_Min BOD,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Min pH,orig_Max Nitrate N + Nitrite N,STN_Code,Water_Body_Type,Cluster_GMM,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob
-0.0170701479170095,-1.774916225214242,1.2482288622175166,-0.0212740208055226,-0.9807275628299568,0.2604066997863734,22.0,20.0,8.0,32.0,920.0,12.0,8.0,540.0,2.6,0.3,1.6,7.0,8.6,5058.0,LAKE,0,0.9993784394978609,7.571371023442749e-10,0.0006215597450024037
1.5893892652606745,-2.974571182226441,0.9067648601055373,-0.6518274861756332,-0.2052298547971149,0.2402087684900469,84.0,21.0,13.0,30.0,1865.0,9.0,17.0,540.0,6.0,0.3,2.2,7.1,12.0,3072.0,LAKE,0,0.9999906837563418,3.219335832777716e-23,9.31624365855343e-06
1.7248586328334017,-2.2486634409999193,1.0215455416564017,0.0648949137910539,0.133399692150012,-1.6019939963366492,63.0,21.0,35.8,30.0,2627.0,9.0,17.0,540.0,3.0,0.3,0.3,7.1,14.855000000000002,5038.0,LAKE,0,0.9999548396077929,2.4262945111474037e-12,4.5160389780818314e-05
1.4107894757544217,-2.7879142636490077,1.621280976779166,0.7383232097762964,-0.2056566959522549,0.417188484653368,34.0,24.0,14.0,35.0,1537.0,11.0,21.0,540.0,5.8,0.3,2.0,7.2,10.6,1788.0,LAKE,0,0.9999668704462065,5.4693553786750745e-18,3.312955379385782e-05
1.4811218970821651,-2.670728775396217,0.6349217405815578,-0.4087397854105307,-0.6304098418149494,0.2045536611850092,63.0,22.0,22.0,30.0,1535.0,8.0,12.0,540.0,4.0,0.3,2.3000000000000003,7.0,10.2,5033.0,LAKE,0,0.9999836772358747,4.686532953586968e-21,1.6322764124901605e-05
-1.6769647892397417,-0.3002506050511795,-0.5409706858885331,0.5369531638310976,0.4872344042916817,0.0001493016610166,12.0,22.0,2.8,29.0,622.0,7.0,2.0,280.0,2.1,5.2,0.3,7.4,2.4,3069.0,LAKE,1,0.1636115660802153,0.8353450297052907,0.0010434042144938595
0.3201945624840547,-2.0685207377038464,-0.1269538414467571,0.3575810210590671,-0.2363100638136048,0.8608261383012624,63.0,24.0,7.0,30.0,1354.0,6.0,14.0,540.0,2.1,1.2,1.6,7.4,10.2,5034.0,LAKE,0,0.9997675652184422,3.2023457312872293e-12,0.00023243477835528984
1.2342361956821006,-2.0959783605283957,2.02480289376746,2.378541550865862,-0.3613703885805528,-0.469073367872412,63.0,28.0,14.0,38.5,1592.0,13.0,21.0,540.0,5.0,0.3,0.3,7.1,14.2,5044.0,LAKE,0,0.9998262975889107,3.8174452492907365e-08,0.00017366423663695558
-0.287052870846771,-1.4628963061563516,-1.9368069354282709,-0.7076934844125732,-0.9318818241074416,1.490784070250554,27.0,24.0,3.4,25.0,838.0,1.0,12.0,280.0,2.1,5.8,2.3000000000000003,6.9,7.13,4685.0,LAKE,0,0.9997201320692095,1.6010608279336103e-15,0.0002798679307889503
2.2070767079451645,-3.3258076758184467,1.4165866679746273,0.0061234217214299,-0.6937550336412688,0.3524493855632749,73.0,23.0,16.0,33.0,2360.0,10.0,27.0,540.0,6.0,0.3,2.3000000000000003,6.9,14.855000000000002,4667.0,LAKE,0,0.9999984568840792,1.1077319391209925e-29,1.5431159204723725e-06
1.553552925117511,-2.1986567264015013,1.3984055398233448,2.4573347475118794,-0.1831098010818228,-0.4961003421765321,33.0,29.0,12.0,38.0,1558.0,9.0,21.0,540.0,6.0,0.3,0.3,7.1,14.2,5037.0,LAKE,0,0.9999367961263627,5.437752893873398e-09,6.31984358846846e-05
0.0927248352594928,-1.0848174297731026,0.5062616757824359,2.1078810067753513,-0.929640200188729,-0.531297267642895,57.0,27.0,8.0,35.0,1020.0,8.0,7.0,430.0,2.1,0.3,0.3,6.9,7.4,4234.0,LAKE,0,0.9555915790017684,0.040782595004572465,0.003625825993659488
2.2365342004218864,-3.1735743753310452,-0.2955029870115787,0.1994324011766306,-0.5671831616671889,0.7847730248971551,63.0,27.0,16.0,30.0,1604.0,3.0,9.0,540.0,5.0,0.3,2.3000000000000003,7.1,14.855000000000002,5050.0,LAKE,0,0.9999968557773288,2.671407532232376e-29,3.144222670988651e-06
2.3751039914577174,-2.4818799560239495,-0.7994520504000517,0.4487881060193791,0.1522140679083047,-1.0704937506103294,63.0,27.0,20.0,28.0,2250.0,1.0,27.0,920.0,5.8,0.3,0.6,7.0,14.855000000000002,5042.0,LAKE,0,0.9999706006785485,6.0689509752000125e-15,2.9399321445694726e-05
0.8045979676387693,-1.8386578600648904,0.2453345229588321,0.0022681587373235,0.1508928253270728,-0.7931327164881709,57.0,22.0,19.0,29.0,1352.0,7.0,2.0,920.0,4.0,0.3,0.9,7.2,8.6,5031.0,LAKE,0,0.9997337906567004,7.329566876157625e-08,0.00026613604763048304
1.5977297148609022,-2.6214572754097794,-0.2581447473285096,0.0488491203195778,0.5932743858526824,-0.0292095776573156,79.0,25.0,12.0,29.0,1500.0,4.0,33.0,430.0,7.05,0.3,2.0,7.3,6.4,3076.0,POND,0,0.9999584431152215,2.520578958371694e-15,4.1556884775532875e-05
3.451295690793226,-3.5632184831566978,0.0531898811229348,-2.1814919737567062,-0.5945556176943683,-1.4292628581770608,14.0,19.0,35.8,24.0,3294.5,5.0,6.0,540.0,7.05,0.3,2.3000000000000003,6.4,14.855000000000002,2347.0,POND,0,0.9999993377669999,3.549314883047339e-36,6.622330007252217e-07
-0.792435110856925,-0.8866495983591235,-1.7176996440300334,1.076999336932138,0.7693607513460062,0.4547758342392997,27.0,27.0,4.0,28.0,901.0,1.0,2.0,220.0,2.1,4.1,0.8,7.6,2.2,2346.0,POND,0,0.7282375480865845,0.2704379863447192,0.0013244655686963883
-0.213851852313343,-1.1850921860995745,-0.7492748422036569,1.0711938826123517,0.0125978473298315,0.0880855231604635,57.0,26.0,6.0,30.0,944.0,4.0,7.0,430.0,2.4,2.0,0.8,7.3,5.4,2357.0,POND,0,0.9924841993110315,0.005997620776555085,0.001518179912413603
0.0546663600597607,-1.4150764366919617,0.1454238595562656,0.046420723723279,-0.2393553159551313,-0.6975331673522246,53.0,21.0,8.0,29.0,1609.0,8.0,15.0,540.0,3.2,0.6,1.0,7.0,4.6,3077.0,POND,0,0.997991548708836,0.00020917252107971086,0.0017992787700840261
-0.2552581317603191,-1.3581487751908463,0.8085853232177509,1.3765744652677612,-1.2339081367785871,0.6561823113109888,43.0,25.0,4.0,35.0,873.0,10.0,2.0,430.0,2.2,3.0,1.0,6.9,10.8,4675.0,POND,0,0.9967818050167927,3.479953842718917e-06,0.0032147150293641512
0.9383593287125728,-1.648400098588335,-0.9193773866249376,0.8151349896201193,1.2076539497714096,-1.2918691907793522,47.0,26.0,10.0,28.0,1753.0,2.0,21.0,540.0,6.0,0.3,0.3,7.4,4.8,2344.0,POND,0,0.9998028568137277,2.0359399917894745e-05,0.00017678378635402513
-0.6471670418398565,-0.563303444222595,-1.725097402909335,1.2383617850363249,0.196687367968778,-0.4308733811979036,4.0,27.0,3.9,28.0,996.0,1.0,2.0,130.0,2.1,3.0,0.3,7.2,1.8,4665.0,POND,1,0.2211229818868398,0.7781916970849099,0.0006853210282507422
2.195266032902934,-3.2349809583943525,-0.0564214891921667,0.0034835173166145,-0.2416814276835332,0.8297833199387968,63.0,26.0,12.0,30.0,1665.0,4.0,33.0,920.0,6.0,0.3,2.3000000000000003,7.2,14.855000000000002,2359.0,POND,0,0.9999965621424516,2.6305702079575086e-29,3.437857548556825e-06
0.8925201599697581,-2.89222890995746,0.6890320305481943,-0.961801981610954,-0.2315514571283038,1.2630789265882427,58.0,20.0,6.0,29.0,1605.0,9.0,43.0,540.0,4.0,1.0,2.3000000000000003,7.4,14.855000000000002,4236.0,POND,0,0.9999912495740493,3.1275469158341756e-26,8.750425950655094e-06
1.2594205137319407,-2.324483442714332,-0.3719331630636805,0.2457717996501308,-0.0515156538933779,-0.0245925716300606,47.0,25.0,15.0,29.0,1505.0,4.0,4.0,540.0,4.2,0.3,1.6,7.2,9.0,3078.0,POND,0,0.9999153441421161,2.66206265391255e-13,8.465585761764038e-05
0.8571795730897231,-1.937725189855048,-0.5473622484040014,0.1962681182760341,0.1549725905233701,-0.4654344899330033,63.0,24.0,11.0,28.0,1679.0,4.0,11.0,540.0,4.0,0.3,1.1,7.2,7.6,3075.0,POND,0,0.9996846450175075,2.6630598375843196e-08,0.00031532835189432854
2.6666133504920255,-3.151260132504401,-0.6811191044368429,0.5372355090346402,0.9815709889483116,-0.705964128043755,31.0,27.0,32.0,28.0,3294.5,1.0,2.0,350.0,4.0,0.3,1.1,7.5,14.0,2345.0,POND,0,0.9999915238081235,7.621762840880413e-19,8.476191875934596e-06
0.7360937934384192,-2.0557054604772835,-1.41328249366385,-0.8532838068625298,-1.667348424755452,1.171183344191756,12.0,24.0,6.0,26.0,1347.0,2.0,4.0,170.0,3.2,5.0,2.3000000000000003,6.5,13.17,4238.0,TANK,0,0.9999517563986837,2.8392560220274886e-24,4.824360131614148e-05
-0.2978431522581353,-1.908830341363077,-1.3168281660102998,-2.298465469864526,-0.6531185594821509,1.4164929189855595,12.0,18.0,4.5,22.0,1004.0,4.0,4.0,49.0,2.2,5.0,2.3000000000000003,7.1,12.12,1464.0,TANK,0,0.9999885700069724,1.4274259682434489e-21,1.1429993026929832e-05
2.7329355757167892,-3.4944551376587585,0.9091230540526224,0.4120896443370043,-0.3342393587735746,0.3373904298735561,84.0,26.0,19.0,33.0,2234.0,7.0,25.0,920.0,7.05,0.3,2.3000000000000003,7.0,14.855000000000002,4703.0,TANK,0,0.99999902757536,5.8950242804795516e-31,9.72424640144035e-07
1.7953538285710755,-2.304228934268913,-1.2154635596589742,0.4981055175470372,-0.5076707338350854,-0.0936855331366715,47.0,28.0,18.0,28.0,1355.0,0.0,13.0,540.0,3.8,0.3,1.4,7.0,12.0,3085.0,TANK,0,0.9999030183145767,4.120158407638358e-15,9.69816854189502e-05
1.139937561151412,-2.4082077421502777,-1.731826931596394,-0.5348662639498815,-1.3397345613615863,1.3781038033391724,11.0,26.0,6.0,26.0,1687.0,0.0,4.0,140.0,3.2,4.6,2.3000000000000003,6.7,14.855000000000002,4241.0,TANK,0,0.9999787638927934,1.1016731586724866e-27,2.123610720616855e-05
-1.3905576457445403,-0.5546075973322296,-1.5234398633316328,1.3981820053676544,1.296199206057512,0.6060104711062184,17.0,27.0,2.1,29.0,502.0,2.0,2.0,280.0,2.0,5.1,0.3,7.9,2.6,1447.0,TANK,1,0.17305013114285492,0.8264379388411142,0.000511930016030822
2.199354937485881,-3.347950234896237,1.3051784943373526,0.283151199154165,-0.5746909148478723,0.4770097327282666,27.0,24.0,15.0,34.0,3294.5,10.0,12.0,240.0,7.05,4.0,2.3000000000000003,6.7,14.855000000000002,4233.0,TANK,0,0.9999981947388706,5.357922039873973e-29,1.8052611297215419e-06
0.8482264056437292,-2.4936289090801,-0.7133017163144879,-2.0678972111951155,-0.6374430986842817,0.8007475991073246,10.0,19.0,8.0,24.0,1802.0,5.0,4.0,140.0,5.2,5.0,2.3000000000000003,6.8,14.2,1780.0,TANK,0,0.9999932134087354,2.7720030299850123e-25,6.786591264795995e-06
2.396029902721888,-3.379650957481658,0.8285596430349849,0.5135416594754957,-0.4182669745948728,0.5573248621191569,63.0,26.0,20.0,33.0,2097.0,7.0,11.0,540.0,5.6,0.3,2.3000000000000003,7.1,14.6,4228.0,TANK,0,0.999998426724454,3.4697755538277324e-29,1.5732755457221178e-06
2.809919179698868,-3.4171870200727597,-1.0411949749211953,-1.1526516243228258,0.0406676173564801,-0.0408314206094818,20.0,24.0,22.0,25.0,3294.5,1.0,13.0,280.0,7.05,3.7,2.3000000000000003,6.8,14.855000000000002,4243.0,TANK,0,0.9999974599108514,6.20112135598869e-32,2.5400891488070675e-06
-0.801177734269996,-1.2023254816553928,-0.0717067585745855,0.4086816051761704,0.0923914515551052,0.3668874599179386,33.0,22.0,4.2,30.0,1488.0,8.0,2.0,430.0,2.1,3.6,1.2,7.3,3.7,4225.0,TANK,0,0.9937752116578235,0.003065711129983351,0.0031590772121930562
1.5118924151506872,-3.1411916979730035,-0.4941163891030623,-1.5978456617554395,-0.0899751823566779,0.6215079128031851,8.0,20.0,10.0,25.0,3294.5,5.0,2.0,63.0,5.0,4.0,2.3000000000000003,7.0,14.855000000000002,2348.0,TANK,0,0.9999886304567492,3.6081711968960747e-28,1.1369543251598268e-05
1.533267941315794,-3.3453318454342567,0.9393339842816582,0.6438747227864723,-0.0774523631324871,1.3587838688209048,9.0,25.0,6.6,34.0,3294.5,9.0,6.0,150.0,5.4,4.1,2.3000000000000003,7.2,14.855000000000002,4230.0,TANK,0,0.9999895831393838,8.353891029838667e-27,1.0416860616682792e-05
1.4079303947088289,-2.7925670539289924,-0.9349516252520972,-2.196987958474515,-0.6935758870972689,0.3837228744359619,8.0,19.0,9.5,23.0,2895.0,4.0,2.0,84.0,5.4,5.0,2.3000000000000003,6.6,14.855000000000002,1783.0,TANK,0,0.9999940376646125,5.085020980486129e-28,5.962335388395016e-06
0.518101831221537,-2.1001474880683064,0.7302314974655085,0.6375084894227296,-0.976264827598998,1.416815020716024,6.0,25.0,23.0,34.0,893.0,9.0,2.0,47.0,2.7,5.4,2.3000000000000003,7.0,11.1,4232.0,TANK,0,0.9991784069097668,1.417558672458449e-16,0.0008215930902336846
0.5595048520295106,-1.7750362896908218,-1.4929283987316193,0.411134075289597,-1.2178436840097997,0.748688340179236,27.0,27.0,6.0,28.0,1090.0,1.0,2.0,430.0,2.1,1.5,2.2,6.8,5.2,4248.0,TANK,0,0.9995901394061175,2.3500979135300785e-13,0.0004098605936478841
1.0092735665114303,-2.5054827932947505,-1.447129644709603,-0.6992441782482252,-0.7089042007720369,1.4260266744167909,9.0,25.0,6.0,26.0,1439.0,1.0,4.0,94.0,4.0,4.3,2.3000000000000003,7.0,14.17,4242.0,TANK,0,0.9999834448569747,4.4312086057790256e-26,1.6555143025036774e-05
2.5755899901524555,-3.19633009101445,1.0503796780143415,1.1756369727712808,-0.2042158851109523,0.1574065590575953,47.0,28.0,22.0,35.0,1615.0,7.0,15.0,540.0,7.05,0.3,1.8,7.1,14.855000000000002,4700.0,TANK,0,0.9999959045049932,9.733135549167138e-24,4.095495006408816e-06
0.694103675025805,-2.1186532374771865,-1.6487481078064623,-0.9468454026656828,-0.8697540878784621,1.1364479771485865,10.0,24.0,6.0,25.0,1347.0,1.0,6.0,170.0,4.0,5.0,2.3000000000000003,6.8,11.18,4239.0,TANK,0,0.9999465661402891,2.179677400752797e-21,5.343385971104282e-05
2.4377497140891946,-2.6837116752738854,-0.6100084146599226,-0.1007561819593389,0.4130873405390611,-1.2650136589964238,94.0,25.0,18.0,27.0,2496.0,2.0,17.0,540.0,7.05,0.3,0.7,7.0,14.6,2358.0,TANK,0,0.9999806935713901,1.0977272287792813e-16,1.9306428609506198e-05
0.3643764482111359,-2.019251857611321,-2.040047949765238,-1.0015557554465142,-0.9907713828524004,1.5314296419687865,12.0,24.0,5.0,24.0,1457.0,0.0,6.0,70.0,2.1,5.4,2.3000000000000003,6.9,12.13,4245.0,TANK,0,0.9999597315033091,5.767019236554545e-23,4.026849669130758e-05
-0.2016678463343127,-1.2096702276434057,-1.26854079834334,1.1475159880735617,0.2288436988951792,0.2084891228785554,34.0,27.0,4.0,29.0,1221.0,2.0,7.0,350.0,2.1,2.6,0.6,7.4,6.8,4247.0,TANK,0,0.9894692054590262,0.00921234263910208,0.001318451901871507
2.8200203220704085,-3.6028662329797676,0.3908560328527088,0.8877064359505697,-0.4084413525723082,0.5575979292701421,33.0,28.0,14.0,33.0,3030.0,5.0,17.0,1600.0,6.0,0.3,2.3000000000000003,7.0,14.855000000000002,4237.0,TANK,0,0.9999993939097187,9.325472350633367e-32,6.060902814538926e-07
0.5610555414261523,-2.1567762457719137,-1.4285460166007955,-0.6719770446292033,-1.207965022920059,1.3308523339973028,7.0,24.0,5.7,26.0,1709.0,2.0,2.0,70.0,2.2,4.5,2.3000000000000003,6.8,12.11,4240.0,TANK,0,0.9999654511632814,5.2865364980842516e-23,3.454883671821061e-05
0.3534362678428512,-1.6187106118189574,0.5234616088667111,1.7931451770102005,-1.1432075022681076,0.2486875312743448,58.0,27.0,8.0,35.0,1178.0,8.0,4.0,430.0,2.1,0.3,1.4,6.9,6.0,4704.0,TANK,0,0.9986441385084155,1.6653001012496742e-06,0.0013541961914839116
2.5781036155497423,-3.6329362843116457,0.2028079675541914,-0.1941101374134861,0.65401667959814,0.0430287667271904,21.0,24.0,26.0,29.0,3294.5,5.0,4.0,540.0,5.2,0.3,2.3000000000000003,7.4,12.0,2343.0,TANK,0,0.9999957007114495,1.394324106070881e-27,4.299288550193424e-06
0.1214057224549901,-1.05647943393654,-1.2054176036660584,1.2202450297017655,-0.1366459256546456,-0.5688797031594633,27.0,27.0,10.0,29.0,1306.0,2.0,2.0,430.0,2.1,1.7,0.4,7.1,5.6,4249.0,TANK,0,0.9643685745336225,0.03401436873601761,0.001617056730360062
-0.1124025932402507,-2.0957443093238006,0.7340296976543526,0.658455055538199,-0.9646564482362074,1.833569437188336,9.0,24.0,4.0,34.0,1325.0,10.0,2.0,47.0,2.5,4.6,2.3000000000000003,7.1,10.2,4231.0,TANK,0,0.9998091556421201,1.98650686681715e-17,0.0001908443578803861
1.0531960601908632,-2.3820443906305546,-1.6120087052028,-1.033209530620782,-1.356440829522106,1.1815778477294758,8.0,24.0,6.0,25.0,1898.0,1.0,2.0,84.0,3.5,5.1,2.3000000000000003,6.6,14.855000000000002,4302.0,TANK,0,0.9999844988149549,1.0931696107033535e-27,1.5501185045003385e-05
0.1128929672223198,-2.0430675158744633,-0.9688350816547852,-2.2976856195424795,-1.109860353401967,1.1927530432156892,11.0,18.0,6.2,23.0,1180.0,5.0,6.0,48.0,3.0,5.2,2.3000000000000003,6.8,14.1,3086.0,TANK,0,0.9999933381347931,2.478715039985536e-24,6.661865206202645e-06
-0.0998670957226279,-1.0358672879411146,-0.3961309469072592,0.2518996776729911,-1.1858801109041326,-0.36874407843058,27.0,23.0,8.0,29.0,820.0,6.0,7.0,430.0,2.1,1.8,0.8,6.7,8.1,4689.0,TANK,0,0.9964835427820662,0.0002401369181625951,0.0032763202997715315
-0.8990419576874962,-0.6931978736116448,-1.6725339635574423,1.4657558717680552,0.7264339029636777,0.387949173202776,26.0,28.0,3.0,29.0,644.0,1.0,2.0,350.0,2.1,4.1,0.5,7.6,2.6,3084.0,TANK,1,0.2848611665393559,0.7145245964998759,0.0006142369607685984
0.6084586732707138,-2.138664718276152,-1.7090563331974586,-0.9793694154080548,-1.5042245943559065,1.550482198867497,12.0,24.0,5.0,25.0,1437.0,1.0,8.0,84.0,2.2,5.2,2.3000000000000003,6.7,14.855000000000002,4244.0,TANK,0,0.9999783683962943,4.050307841251292e-27,2.1631603705479752e-05
-2.1035068723007297,-0.0777715516329532,0.0506742388744533,-0.3735180073949085,-0.6248777696550238,0.167269647029165,58.0,18.0,1.6,28.5,200.0,10.5,17.0,220.0,1.0,5.1,0.72,7.0,3.0,3391.0,LAKE,1,0.2385292629674618,0.7589190471748936,0.0025516898576447115
-1.9662179207923016,0.1563089160469711,0.2080278123002144,0.0252929915729246,-1.33377185606156,-0.1706196014133377,63.0,19.0,2.2,30.0,198.0,11.0,21.0,280.0,1.0,5.2,0.55,6.6,3.08,4193.0,LAKE,1,0.04470373842731796,0.9532063444745124,0.002089917098169891
-2.1176319804274555,-0.0597575048701531,-0.0228903207771285,-0.0684791959462784,-0.4250594833893442,0.1903061491341347,58.0,19.0,1.5,29.0,211.0,10.0,13.0,210.0,1.0,5.2,0.58,7.1,2.94,1727.0,LAKE,1,0.1699623297484141,0.8278666241812864,0.0021710460702998573
-2.1326249278522886,0.1065932131434525,0.2216753231914045,0.1103854349044956,-0.7659287892310062,-0.026718714886182,41.0,19.0,1.8,30.0,198.0,11.0,22.0,210.0,1.0,5.2,0.48,6.9,2.55,4192.0,LAKE,1,0.05484642069292956,0.9436417948194801,0.0015117844875905725
-2.167030582696678,-0.1018181757037469,0.1928800259339677,-0.2810584452610587,-0.451456215819069,0.2654675528649116,58.0,18.0,1.9,29.0,203.0,11.0,21.0,220.0,1.0,5.2,0.74,7.1,2.73,4643.0,LAKE,1,0.22840200511361455,0.7688173076863092,0.0027806872000766454
-1.9784990507307496,-0.0820141652823814,0.2128811600603729,-0.3582161273101309,-0.7522737598411361,0.1029391074214985,84.0,18.0,2.3,29.0,206.0,11.0,27.0,280.0,1.4,5.3,0.72,6.9,3.5,4642.0,LAKE,1,0.19025321855704144,0.8067961613419555,0.0029506201010027298
-2.1902578244158932,-0.0089330406630674,0.1604380933936498,-0.2990065539791411,-0.6076478301181458,0.2371616147169058,63.0,18.0,2.1,29.0,181.0,11.0,25.0,280.0,1.0,5.6,0.73,7.0,2.73,4644.0,LAKE,1,0.17290358946505588,0.8243551744206715,0.0027412361142722164
-1.74407615867447,-0.106462373041346,-0.1735886499403401,-0.3977495281587088,-1.4091229408911488,0.1916628726254625,49.0,19.0,1.7,28.5,187.0,9.5,31.0,240.0,1.1,5.1,1.07,6.6,3.06,1728.0,LAKE,0,0.746465403021991,0.24089635886207134,0.012638238115938165
-1.9581479146100744,-0.1532340413476633,-0.1825394072614718,-0.3040685791116638,-0.836466495298484,0.3531389121746475,48.0,19.0,1.8,28.5,228.0,9.5,17.0,170.0,1.0,5.4,1.0,6.9,2.48,3393.0,POND,0,0.6667433270288469,0.3268912761713989,0.0063653967997541186
-2.100797038061895,0.1376970135997485,0.0061534141759336,-0.2180322129114197,-1.109862647106656,-0.0353499672136937,46.0,18.5,1.8,29.0,194.0,10.5,17.0,170.0,1.0,5.6,0.67,6.7,2.39,4197.0,POND,1,0.08617836045437499,0.911757704468552,0.0020639350770733844
-1.8734220636520789,0.2568186313130706,0.264503512704261,-0.1305777479153197,-2.0684626829625627,-0.4194660571846916,48.0,18.5,1.9,30.0,198.0,11.5,15.0,210.0,1.0,5.0,0.7,6.2,2.49,4195.0,POND,1,0.028780358889235785,0.9682161342394004,0.003003506871363417
-2.003178655449585,-0.0553329810435823,0.1099098490624108,-0.0698218032615704,-0.8321121795163953,0.1579114617608584,58.0,19.0,2.2,29.5,201.0,10.5,17.0,210.0,1.0,5.2,0.71,6.9,3.08,3396.0,POND,1,0.21117257958260163,0.7851711254662548,0.00365629495114312
-1.5528354752855986,-0.6339305666306994,0.1213863841737716,-0.3342469076271079,-0.8345205036133655,0.8997150710252466,93.0,19.5,2.6,29.5,220.0,10.0,33.0,280.0,1.5,5.1,1.54,7.0,4.0,3394.0,POND,0,0.9939341361574278,0.000328523130890902,0.005737340711680922
-2.1322355685832366,0.0575599720935881,0.1690091193076591,-0.2574295938400129,-0.7457538905983659,-0.0138455891888785,47.0,18.0,1.6,29.0,191.0,11.0,27.0,210.0,1.1,5.1,0.61,6.9,2.48,4221.0,POND,1,0.07862221200627549,0.9199642543390131,0.0014135336547112872
-2.068278731578151,0.0882141916798049,0.2169661445691426,0.0701153225703081,-0.9690604891142298,-0.0470582518240545,47.0,19.0,1.9,30.0,198.0,11.0,17.0,220.0,1.0,5.1,0.58,6.8,2.4,4194.0,POND,1,0.06586085004575022,0.9322818256833164,0.0018573242709336935
-2.080062877170094,0.0129695837369178,-0.0632726870725364,-0.1266704956858785,-0.7846378785740444,0.156282793293094,63.0,19.0,1.5,29.0,192.0,10.0,17.0,240.0,1.0,5.4,0.72,6.9,2.39,3395.0,POND,1,0.179125822246519,0.8179542308787123,0.002919946874769002
-0.2350795400079572,-0.7487601804707497,0.6694680982982495,-0.2942692669336468,-1.6319225194658684,-0.8584494178524105,94.0,19.5,11.0,30.0,216.0,10.5,47.0,430.0,3.1,1.2,0.89,6.4,6.6,4196.0,POND,0,0.9795589279494427,0.006400124678124409,0.014040947372432423
-1.8730552028393577,0.0728045485450327,-0.0521380350515753,-0.1732689173649166,-1.3204786305371723,-0.1450844568377332,58.0,19.0,1.9,29.0,192.0,10.0,17.0,210.0,1.1,5.0,0.68,6.6,2.9,3392.0,POND,1,0.10929263665446703,0.8877805238720156,0.0029268394735173756
0.4520320378704223,2.66422005841306,-0.0892882607771391,-1.7811508631017812,3.152299247334187,1.5145728423638476,10678.0,17.0,6.8,24.0,539.0,7.0,766.0,31301.25,5.2,7.8,0.51,8.1,2.61,1364.0,LAKE,2,0.0,2.1313577154399905e-39,1.0
-0.4001355865028143,1.312497887299214,-0.2588088784500932,-0.9130846960339866,1.7078906633766155,0.8056441050506608,4300.0,19.0,5.0,26.0,371.0,7.0,766.0,7900.0,4.0,5.8,0.8,7.6,0.92,2499.0,LAKE,2,6.471498646847671e-112,1.567266830216e-10,0.9999999998432738
-0.3490671666730631,-0.6376683327400151,-1.180271131431413,-1.6228700723228142,1.168984144306655,-1.27666735963021,356.0,18.0,15.0,22.0,629.0,4.0,45.0,1500.0,6.0,4.5,0.51,7.2,2.61,2501.0,POND,1,0.31806559833114345,0.6777068264982009,0.004227575170654714
2.063064196137719,0.2077282144692723,0.0229391590653727,-1.6376251638263035,2.506490976007999,-1.5672875953378451,4300.0,18.0,32.0,23.2,1336.0,5.199999999999999,766.0,6300.0,7.05,1.2,0.51,7.5,2.61,2500.0,POND,2,2.5025192674890396e-99,3.900141176113566e-17,1.0
-3.1941259984259966,0.6603720688589394,-0.1834153247534144,-2.1459888578252215,0.3261813019839044,-0.2869025697282735,170.0,11.0,1.6,23.0,210.0,12.0,70.0,540.0,1.0,7.4,0.32,7.2,0.37,3437.0,LAKE,1,0.0018849787382228516,0.9981029711377468,1.2050124030152364e-05
-3.1537186471399825,0.7751176563412373,-0.0966315332736731,-2.4872588224927306,0.4648000779568743,-0.3393433824058295,350.0,10.0,2.0,22.0,440.0,13.0,140.0,920.0,1.0,7.6,0.32,7.2,0.36,1362.0,LAKE,1,5.94368445842008e-05,0.999935608225047,4.954930368613621e-06
-1.7445002878163356,1.99049188487317,0.3411946507719392,0.0443145708851747,0.152938450213678,0.6636109368884595,2200.0,19.0,1.7,30.0,195.0,11.0,766.0,3900.0,1.2,7.7,0.3,7.0,0.3,2539.0,LAKE,2,1.884828751000622e-77,2.182071128062431e-06,0.9999978179288722
0.8582498078924885,2.6511149842230965,1.570639816614635,0.9604336913914124,1.911799552991832,1.285018845390479,10678.0,22.5,8.5,34.0,763.0,11.5,766.0,31301.25,3.2,4.0,0.35,7.8,0.72,2505.0,LAKE,2,0.0,3.1778525437072075e-37,1.0
0.8495676714209529,2.8175271232071326,1.4883897737507743,0.9461841424940096,1.4180022554062186,1.1239625340784534,10678.0,22.5,6.9,34.0,868.0,11.5,766.0,31301.25,3.2,4.5,0.3,7.5,0.8,2503.0,LAKE,2,0.0,6.9016773737683285e-37,1.0
-2.4947886085301176,1.613682531957888,1.0359677815992736,-2.3965568021951484,-0.2905957356666149,-0.4175680806684855,5000.0,10.0,1.8,24.0,97.0,18.0,60.0,13000.0,1.0,5.5,0.3,6.9,0.3,4729.0,LAKE,1,2.12227440999123e-32,0.9948263232140001,0.005173676785999642
-1.275873169959608,2.1029263442504633,-0.0809692576041853,0.3058795953710845,-0.6223669507865716,0.4515149147134532,5000.0,21.0,2.2,30.0,68.0,9.0,400.0,13000.0,1.0,6.8,0.3,6.7,0.3,2519.0,LAKE,2,2.168320662451076e-85,1.1879693321664985e-06,0.9999988120306686
